,Total_length,Mavlink_Count,Status
3996,3465,33,0
3997,3293,31,0
3998,3701,36,0
3999,3230,30,0
4000,3847,36,0
4001,3229,30,0
4002,3478,31,0
4003,3199,30,0
4004,3402,32,0
4005,3303,31,0
4006,3539,34,0
4007,3294,31,0
4008,3756,36,0
4009,3229,30,0
4010,3604,35,0
4011,3230,30,0
4012,3401,32,0
4013,3265,31,0
4014,3476,32,0
4015,3301,31,0
4016,3466,33,0
4017,3294,31,0
4018,3757,37,0
4019,3230,30,0
4020,3708,34,0
4021,3228,30,0
4022,3476,33,0
4023,3201,30,0
4024,3402,32,0
4025,3301,31,0
4026,3541,33,0
4027,3221,30,0
4028,3596,35,0
4029,3230,30,0
4030,3781,35,0
4031,3230,30,0
4032,3403,32,0
4033,3198,30,0
4034,3542,34,0
4035,3301,31,0
4036,3465,33,0
4037,3294,31,0
4038,3700,36,0
4039,3228,30,0
4040,3708,34,0
4041,3230,30,0
4042,3476,33,0
4043,3199,30,0
4044,3404,32,0
4045,3301,31,0
4046,3540,34,0
4047,3527,33,0
4048,3579,35,0
4049,3230,30,0
4050,3540,34,0
4051,3229,30,0
4052,3404,32,0
4053,3200,30,0
4054,3540,34,0
4055,3303,31,0
4056,3465,33,0
4057,3457,32,0
4058,3769,37,0
4059,3230,30,0
4060,3615,34,0
4061,3230,30,0
4062,3477,33,0
4063,3199,30,0
4064,3402,32,0
4065,3302,31,0
4066,3539,34,0
4067,3294,31,0
4068,3757,36,0
4069,3228,30,0
4070,3477,33,0
4071,3230,30,0
4072,3402,32,0
4073,3200,30,0
4074,3541,34,0
4075,3301,31,0
4076,3467,33,0
4077,3293,30,0
4078,3989,39,0
4079,3230,30,0
4080,3403,32,0
4081,3442,32,0
4082,3477,33,0
4083,3200,30,0
4084,3402,31,0
4085,3301,31,0
4086,3540,34,0
4087,3525,33,0
4088,3524,34,0
4089,3231,30,0
4090,3601,35,0
4091,3318,30,0
4092,3403,32,0
4093,3199,30,0
4094,3541,34,0
4095,3302,31,0
4096,3465,33,0
4097,3295,31,0
4098,3700,35,0
4099,3229,30,0
4100,3403,32,0
4101,3318,30,0
4102,3707,35,0
4103,3200,30,0
4104,3403,32,0
4105,3301,31,0
4106,3540,34,0
4107,3526,33,0
4108,3580,35,0
4109,3229,30,0
4110,3478,33,0
4111,3291,31,0
4112,3402,32,0
4113,3200,30,0
4114,3540,34,0
4115,3302,31,0
4116,3466,33,0
4117,3293,31,0
4118,3934,38,0
4119,3229,30,0
4120,3401,32,0
4121,3230,30,0
4122,3477,33,0
4123,3198,30,0
4124,3403,32,0
4125,3302,31,0
4126,3539,34,0
4127,3526,33,0
4128,3524,34,0
4129,3229,30,0
4130,3477,33,0
4131,3445,32,0
4132,3401,32,0
4133,3200,30,0
4134,3541,34,0
4135,3301,31,0
4136,3466,33,0
4137,3294,31,0
4138,3757,37,0
4139,3463,32,0
4140,3402,32,0
4141,3228,30,0
4142,3478,33,0
4143,3200,30,0
4144,3401,32,0
4145,3302,31,0
4146,3541,34,0
4147,3293,31,0
4148,3524,34,0
4149,372,2,0
4150,1162,11,0
4151,2237,20,0
4152,500,6,0
4153,3198,30,0
4154,3541,34,0
4155,3302,31,0
4156,3465,33,0
4157,3294,31,0
4158,3932,38,0
4159,3229,30,0
4160,3404,32,0
4161,3534,32,0
4162,3475,33,0
4163,3285,30,0
4164,3635,33,0
4165,3300,31,0
4166,3468,33,0
4167,3367,32,0
4168,3580,35,0
4169,3230,30,0
4170,3613,35,0
4171,3443,32,0
4172,3402,32,0
4173,3287,31,0
4174,3453,33,0
4175,3302,31,0
4176,3465,33,0
4177,3525,33,0
4178,3701,36,0
4179,3301,30,0
4180,3734,32,0
4181,3445,32,0
4182,3476,33,0
4183,3284,31,0
4184,3317,31,0
4185,3302,31,0
4186,3538,34,0
4187,3294,30,0
4188,3567,34,0
4189,3229,30,0
4190,3477,33,0
4191,3718,33,0
4192,3402,32,0
4193,3199,30,0
4194,3542,34,0
4195,3301,31,0
4196,3466,33,0
4197,3293,31,0
4198,3757,37,0
4199,3231,30,0
4200,3402,32,0
4201,3228,30,0
4202,3478,33,0
4203,3199,30,0
4204,3402,32,0
4205,3302,30,0
4206,3540,34,0
4207,3292,31,0
4208,3386,32,0
4209,72,1,0
4210,3475,33,0
4211,3230,30,0
4212,3492,32,0
4213,955,9,0
4214,0,0,0
4215,2486,24,0
4216,912,8,0
4217,421,5,0
4218,3628,35,0
4219,3229,30,0
4220,2942,26,0
4221,3297,31,0
4222,3780,35,0
4223,3201,30,0
4224,3402,32,0
4225,3301,31,0
4226,3540,33,0
4227,3294,31,0
4228,3579,35,0
4229,3230,30,0
4230,3478,33,0
4231,3228,30,0
4232,3708,34,0
4233,3201,30,0
4234,3540,34,0
4235,3301,31,0
4236,3467,33,0
4237,3293,30,0
4238,3701,36,0
4239,3229,30,0
4240,3402,32,0
4241,3768,33,0
4242,3476,33,0
4243,3198,30,0
4244,3404,32,0
4245,3301,31,0
4246,3539,34,0
4247,3294,31,0
4248,3610,35,0
4249,3142,29,0
4250,3477,33,0
4251,3680,34,0
4252,3489,32,0
4253,3200,30,0
4254,3542,34,0
4255,3301,31,0
4256,3465,33,0
4257,3294,31,0
4258,3893,39,0
4259,3230,30,0
4260,3402,32,0
4261,3229,30,0
4262,3783,35,0
4263,3199,30,0
4264,3401,32,0
4265,3302,31,0
4266,3540,34,0
4267,3293,31,0
4268,3524,34,0
4269,3230,30,0
4270,3611,35,0
4271,3230,30,0
4272,3709,34,0
4273,3284,31,0
4274,3454,33,0
4275,3303,31,0
4276,3465,33,0
4277,3429,33,0
4278,3701,36,0
4279,3229,30,0
4280,3403,32,0
4281,3228,30,0
4282,3782,35,0
4283,3287,31,0
4284,3316,31,0
4285,3301,31,0
4286,3540,34,0
4287,3430,33,0
4288,3666,36,0
4289,3144,29,0
4290,3476,33,0
4291,3229,30,0
4292,3994,35,0
4293,3000,30,0
4294,3454,33,0
4295,3301,31,0
4296,3466,33,0
4297,3294,30,0
4298,3700,36,0
4299,3229,30,0
4300,3403,32,0
4301,3230,30,0
4302,3916,37,0
4303,3286,31,0
4304,3318,31,0
4305,3301,31,0
4306,3538,33,0
4307,3294,31,0
4308,3524,33,0
4309,3651,32,0
4310,3191,32,0
4311,3229,30,0
4312,3707,34,0
4313,3199,29,0
4314,3541,34,0
4315,3587,32,0
4316,3179,32,0
4317,3716,34,0
4318,3557,37,0
4319,3144,29,0
4320,3402,32,0
4321,3229,30,0
4322,3782,35,0
4323,3198,30,0
4324,3403,32,0
4325,3588,32,0
4326,3253,33,0
4327,3429,33,0
4328,3611,35,0
4329,3143,29,0
4330,3476,33,0
4331,3230,30,0
4332,3708,34,0
4333,3199,30,0
4334,3541,34,0
4335,3302,31,0
4336,3465,33,0
4337,3429,33,0
4338,3786,37,0
4339,3144,29,0
4340,3783,34,0
4341,2850,28,0
4342,3781,35,0
4343,3286,31,0
4344,3602,31,0
4345,3302,31,0
4346,3254,33,0
4347,3293,31,0
4348,3716,37,0
4349,3231,30,0
4350,3476,33,0
4351,3229,30,0
4352,3708,34,0
4353,3285,31,0
4354,3834,35,0
4355,2921,29,0
4356,3752,34,0
4357,3144,32,0
4358,3786,37,0
4359,3143,29,0
4360,3403,32,0
4361,3230,30,0
4362,3710,34,0
4363,3357,32,0
4364,3317,31,0
4365,3301,31,0
4366,3540,34,0
4367,3430,33,0
4368,3523,34,0
4369,3515,31,0
4370,3192,31,0
4371,3229,30,0
4372,3707,34,0
4373,3486,31,0
4374,3255,33,0
4375,3301,31,0
4376,3845,35,0
4377,3050,31,0
4378,3758,37,0
4379,3515,31,0
4380,3116,31,0
4381,3230,30,0
4382,3782,35,0
4383,3200,30,0
4384,3402,32,0
4385,3302,31,0
4386,3539,34,0
4387,3294,31,0
4388,3946,37,0
4389,3229,30,0
4390,3190,32,0
4391,3231,30,0
4392,3707,34,0
4393,3285,31,0
4394,3455,33,0
4395,3588,32,0
4396,3179,32,0
4397,3293,31,0
4398,4123,39,0
4399,2944,29,0
4400,3782,34,0
4401,2849,27,0
4402,3782,35,0
4403,3286,31,0
4404,3317,31,0
4405,3301,31,0
4406,3540,34,0
4407,3429,33,0
4408,3867,36,0
4409,2944,29,0
4410,3475,32,0
4411,3515,31,0
4412,3803,35,0
4413,3105,29,0
4414,3540,34,0
4415,3015,30,0
4416,3466,33,0
4417,3809,35,0
4418,3606,35,0
4419,2944,29,0
4420,3403,31,0
4421,3229,30,0
4422,4161,37,0
4423,2820,28,0
4424,3689,33,0
4425,3016,30,0
4426,3539,34,0
4427,3717,34,0
4428,3617,35,0
4429,2850,28,0
4430,3763,34,0
4431,2942,29,0
4432,4087,36,0
4433,2821,28,0
4434,3920,36,0
4435,2920,29,0
4436,3466,33,0
4437,3742,34,0
4438,3911,39,0
4439,2763,27,0
4440,3689,33,0
4441,3324,31,0
4442,3401,33,0
4443,3580,32,0
4444,3403,32,0
4445,2922,29,0
4446,3540,34,0
4447,3809,35,0
4448,3145,32,0
4449,3515,31,0
4450,3191,32,0
4451,3610,32,0
4452,3326,32,0
4453,3484,31,0
4454,3256,33,0
4455,3587,32,0
4456,3559,34,0
4457,3430,33,0
4458,3700,36,0
4459,2849,28,0
4460,3402,32,0
4461,3516,30,0
4462,3495,34,0
4463,3580,32,0
4464,3022,30,0
4465,3302,31,0
4466,3826,35,0
4467,3524,34,0
4468,3200,33,0
4469,3611,32,0
4470,3476,33,0
4471,2850,28,0
4472,3403,32,0
4473,3969,35,0
4474,3454,33,0
4475,2965,29,0
4476,3465,33,0
4477,3673,33,0
4478,3607,35,0
4479,3229,30,0
4480,3496,33,0
4481,2849,28,0
4482,3995,36,0
4483,3379,32,0
4484,3432,32,0
4485,3438,32,0
4486,3160,32,0
4487,3294,31,0
4488,3566,34,0
4489,3610,32,0
4490,3478,33,0
4491,2848,28,0
4492,3783,34,0
4493,3558,34,0
4494,3096,31,0
4495,3744,34,0
4496,3467,33,0
4497,2913,29,0
4498,4223,40,0
4499,3050,28,0
4500,3116,31,0
4501,3609,32,0
4502,3383,32,0
4503,3511,33,0
4504,3308,31,0
4505,3396,32,0
4506,3540,34,0
4507,3050,31,0
4508,3903,36,0
4509,3230,30,0
4510,3477,33,0
4511,3230,30,0
4512,3618,34,0
4513,2908,28,0
4514,3763,34,0
4515,3459,33,0
4516,3464,33,0
4517,3051,31,0
4518,3986,37,0
4519,3323,31,0
4520,3404,32,0
4521,3229,30,0
4522,3693,35,0
4523,2908,28,0
4524,3783,33,0
4525,3301,31,0
4526,3446,33,0
4527,3524,34,0
4528,3524,34,0
4529,3286,31,0
4530,3383,32,0
4531,3324,31,0
4532,3403,32,0
4533,3123,30,0
4534,3857,35,0
4535,3366,32,0
4536,3465,33,0
4537,3334,32,0
4538,3796,37,0
4539,3135,29,0
4540,3496,33,0
4541,3231,30,0
4542,3476,33,0
4543,3124,30,0
4544,3403,32,0
4545,3682,33,0
4546,3539,34,0
4547,3430,33,0
4548,3610,35,0
4549,3050,28,0
4550,3190,32,0
4551,3609,32,0
4552,3403,32,0
4553,3505,32,0
4554,3381,32,0
4555,3079,31,0
4556,3847,35,0
4557,3293,31,0
4558,3605,35,0
4559,3001,30,0
4560,3688,33,0
4561,3323,31,0
4562,3710,35,0
4563,3411,33,0
4564,3317,31,0
4565,3302,31,0
4566,3540,34,0
4567,3375,32,0
4568,3441,33,0
4569,3230,30,0
4570,3383,32,0
4571,3323,31,0
4572,3402,32,0
4573,3591,33,0
4574,3391,32,0
4575,3270,31,0
4576,3179,32,0
4577,2116,18,0
4578,3786,37,0
4579,3142,29,0
4580,3403,32,0
4581,3136,29,0
4582,3570,34,0
4583,3674,33,0
4584,3234,30,0
4585,3451,33,0
4586,3526,34,0
4587,2492,24,0
4588,2042,19,0
4589,3286,31,0
4590,3477,33,0
4591,2335,22,0
4592,1629,14,0
4593,3234,30,0
4594,3565,33,0
4595,3502,34,0
4596,3084,31,0
4597,3741,34,0
4598,3856,38,0
4599,3143,29,0
4600,3401,32,0
4601,3230,30,0
4602,3477,33,0
4603,3590,33,0
4604,3318,31,0
4605,3302,31,0
4606,3540,34,0
4607,3335,32,0
4608,3618,35,0
4609,3229,30,0
4610,3476,33,0
4611,3229,30,0
4612,3403,32,0
4613,3410,31,0
4614,3570,34,0
4615,3365,32,0
4616,3372,32,0
4617,3386,32,0
4618,3922,38,0
4619,3201,30,0
4620,3402,32,0
4621,3228,30,0
4622,3384,32,0
4623,3685,34,0
4624,3316,31,0
4625,3303,31,0
4626,3540,34,0
4627,3200,30,0
4628,3871,38,0
4629,2976,27,0
4630,3613,35,0
4631,3229,30,0
4632,3402,32,0
4633,3200,30,0
4634,3477,33,0
4635,3365,32,0
4636,3085,31,0
4637,3674,33,0
4638,3785,37,0
4639,3143,29,0
4640,3023,30,0
4641,3841,34,0
4642,3381,32,0
4643,2914,29,0
4644,3783,34,0
4645,3301,31,0
4646,3541,34,0
4647,3294,31,0
4648,3610,35,0
4649,3200,30,0
4650,3559,34,0
4651,3148,29,0
4652,3402,32,0
4653,3658,34,0
4654,3391,32,0
4655,3366,32,0
4656,3465,33,0
4657,3293,31,0
4658,3701,36,0
4659,3228,30,0
4660,3484,33,0
4661,3298,31,0
4662,3394,32,0
4663,3671,34,0
4664,3318,31,0
4665,3220,30,0
4666,3621,35,0
4667,3213,30,0
4668,3524,34,0
4669,3230,30,0
4670,3558,34,0
4671,3230,30,0
4672,3321,31,0
4673,3439,32,0
4674,3478,32,0
4675,3366,32,0
4676,3466,33,0
4677,3693,35,0
4678,3618,35,0
4679,3283,31,0
4680,3319,31,0
4681,3229,30,0
4682,3477,33,0
4683,3584,34,0
4684,3321,30,0
4685,3303,31,0
4686,3540,34,0
4687,3375,32,0
4688,3528,34,0
4689,3226,30,0
4690,3394,32,0
4691,3229,30,0
4692,3567,33,0
4693,3354,32,0
4694,3604,34,0
4695,3365,32,0
4696,3466,33,0
4697,3294,31,0
4698,3868,38,0
4699,3143,29,0
4700,3320,31,0
4701,3229,30,0
4702,3644,35,0
4703,3286,31,0
4704,3299,30,0
4705,3301,30,0
4706,3541,34,0
4707,3294,31,0
4708,3691,36,0
4709,3287,31,0
4710,3309,31,0
4711,3397,31,0
4712,3548,33,0
4713,3204,30,0
4714,3778,35,0
4715,3283,31,0
4716,3465,33,0
4717,3376,32,0
4718,3873,38,0
4719,2975,27,0
4720,3402,32,0
4721,3398,32,0
4722,3308,30,0
4723,3644,35,0
4724,3487,32,0
4725,3218,30,0
4726,3445,33,0
4727,3471,33,0
4728,3811,37,0
4729,2995,28,0
4730,3477,33,0
4731,3311,31,0
4732,3321,31,0
4733,3367,32,0
4734,3539,34,0
4735,3199,30,0
4736,3465,33,0
4737,3461,33,0
4738,3902,38,0
4739,3150,29,0
4740,3308,31,0
4741,3406,32,0
4742,3395,32,0
4743,3501,33,0
4744,3405,31,0
4745,3302,31,0
4746,3538,34,0
4747,3511,33,0
4748,3528,34,0
4749,3143,29,0
4750,3558,34,0
4751,3148,29,0
4752,3469,33,0
4753,3605,33,0
4754,3476,33,0
4755,3197,29,0
4756,3548,34,0
4757,3293,31,0
4758,3871,38,0
4759,3181,30,0
4760,3417,32,0
4761,3231,29,0
4762,3545,34,0
4763,3523,31,0
4764,3315,31,0
4765,3370,32,0
4766,3554,34,0
4767,3347,32,0
4768,3609,35,0
4769,3270,31,0
4770,3576,34,0
4771,3062,28,0
4772,3403,32,0
4773,3439,32,0
4774,3542,33,0
4775,3365,32,0
4776,3633,35,0
4777,3409,32,0
4778,3503,34,0
4779,3311,31,0
4780,3304,31,0
4781,3162,29,0
4782,3644,35,0
4783,3118,29,0
4784,3691,34,0
4785,3368,32,0
4786,3708,36,0
4787,3294,31,0
4788,3509,33,0
4789,3157,29,0
4790,3531,34,0
4791,3297,31,0
4792,3417,32,0
4793,3272,31,0
4794,3694,34,0
4795,3581,34,0
4796,3350,32,0
4797,3261,31,0
4798,3787,37,0
4799,3368,32,0
4800,3302,31,0
4801,3331,31,0
4802,3309,31,0
4803,3369,31,0
4804,3690,34,0
4805,3403,32,0
4806,3370,32,0
4807,3362,32,0
4808,3542,34,0
4809,3225,30,0
4810,3462,33,0
4811,3330,31,0
4812,3234,30,0
4813,3354,32,0
4814,3782,35,0
4815,3378,32,0
4816,3298,31,0
4817,3361,32,0
4818,3886,38,0
4819,2976,27,0
4820,3606,35,0
4821,3445,32,0
4822,3262,31,0
4823,3218,30,0
4824,3701,35,0
4825,3134,29,0
4826,3541,34,0
4827,3360,32,0
4828,3709,35,0
4829,3102,29,0
4830,3476,33,0
4831,3580,34,0
4832,3120,29,0
4833,3285,31,0
4834,3828,36,0
4835,3083,29,0
4836,3618,35,0
4837,3308,31,0
4838,3700,36,0
4839,3215,30,0
4840,3403,32,0
4841,2904,26,0
4842,2596,25,0
4843,0,0,0
4844,0,0,0
4845,2863,26,0
4846,3694,36,0
4847,3141,29,0
4848,3754,36,0
4849,3297,31,0
4850,3694,35,0
4851,2945,27,0
4852,3556,34,0
4853,3300,31,0
4854,3449,32,0
4855,3366,32,0
4856,3620,35,0
4857,3422,32,0
4858,3500,34,0
4859,3372,32,0
4860,3234,30,0
4861,3230,30,0
4862,3863,37,0
4863,3213,29,0
4864,3450,32,0
4865,3456,33,0
4866,3668,35,0
4867,3146,30,0
4868,3525,34,0
4869,3512,33,0
4870,3192,30,0
4871,3299,31,0
4872,3488,33,0
4873,3199,30,0
4874,3628,33,0
4875,3365,32,0
4876,3749,36,0
4877,3147,30,0
4878,3785,37,0
4879,3313,31,0
4880,3234,30,0
4881,3383,32,0
4882,3607,34,0
4883,3003,28,0
4884,3789,35,0
4885,3135,29,0
4886,3822,37,0
4887,3213,31,0
4888,3826,37,0
4889,3086,29,0
4890,3461,33,0
4891,3143,29,0
4892,3619,34,0
4893,3069,29,0
4894,3795,35,0
4895,3366,32,0
4896,3365,31,0
4897,3645,35,0
4898,3787,37,0
4899,2860,26,0
4900,3472,33,0
4901,3484,33,0
4902,3390,32,0
4903,3118,29,0
4904,3622,33,0
4905,3516,33,0
4906,3325,32,0
4907,3516,34,0
4908,3739,36,0
4909,2859,25,0
4910,3546,34,0
4911,3444,32,0
4912,3402,31,0
4913,3003,28,0
4914,3763,35,0
4915,2917,29,0
4916,4000,37,0
4917,3559,34,0
4918,3786,36,0
4919,3201,30,0
4920,3273,31,0
4921,3360,31,0
4922,3261,31,0
4923,3217,30,0
4924,3623,33,0
4925,3370,32,0
4926,3538,34,0
4927,3599,35,0
4928,3441,33,0
4929,3229,30,0
4930,3322,31,0
4931,3514,33,0
4932,3185,30,0
4933,3539,34,0
4934,3658,33,0
4935,3081,29,0
4936,3619,35,0
4937,3560,34,0
4938,3571,35,0
4939,3312,31,0
4940,3336,30,0
4941,3143,29,0
4942,3396,31,0
4943,3521,34,0
4944,3669,33,0
4945,3087,29,0
4946,3539,34,0
4947,3508,33,0
4948,3785,38,0
4949,3162,29,0
4950,3476,33,0
4951,2945,27,0
4952,3557,34,0
4953,3198,30,0
4954,3695,34,0
4955,3535,34,0
4956,3396,32,0
4957,3261,30,0
4958,3856,38,0
4959,3359,31,0
4960,3402,32,0
4961,3016,28,0
4962,3562,34,0
4963,3201,30,0
4964,3621,33,0
4965,3555,34,0
4966,3502,32,0
4967,3146,30,0
4968,3608,35,0
4969,3428,32,0
4970,3631,35,0
4971,2859,26,0
4972,3334,31,0
4973,3569,34,0
4974,3695,34,0
4975,3149,30,0
4976,3682,35,0
4977,3145,30,0
4978,3786,37,0
4979,3485,33,0
4980,3187,30,0
4981,3484,33,0
4982,3438,32,0
4983,3286,31,0
4984,3407,31,0
4985,3233,30,0
4986,3607,35,0
4987,3510,33,0
4988,3530,35,0
4989,3242,30,0
4990,3593,34,0
4991,3014,28,0
4992,3502,33,0
4993,3185,30,0
4994,3696,34,0
4995,3581,34,0
4996,3249,30,0
4997,3549,34,0
4998,3883,38,0
4999,3297,31,0
5000,3035,28,0
5001,3483,33,0
5002,3438,32,0
5003,3157,30,0
5004,3751,34,0
5005,3087,29,0
5006,3625,35,0
5007,3748,37,0
5008,3292,31,0
5009,3200,30,0
5010,3759,36,0
5011,3144,28,0
5012,3205,30,0
5013,3415,32,0
5014,3317,30,0
5015,3460,33,0
5016,3787,37,0
5017,3429,33,0
5018,3548,34,0
5019,3344,31,0
5020,3556,34,0
5021,3145,29,0
5022,3279,31,0
5023,3286,31,0
5024,3751,34,0
5025,3172,30,0
5026,3709,36,0
5027,3458,33,0
5028,3610,35,0
5029,2793,25,0
5030,3798,37,0
5031,3190,29,0
5032,3497,34,0
5033,3062,28,0
5034,3609,33,0
5035,3387,32,0
5036,3814,37,0
5037,3343,32,0
5038,3670,36,0
5039,2586,25,0
5040,4017,37,0
5041,3148,29,0
5042,3559,34,0
5043,3582,33,0
5044,3158,28,0
5045,3388,32,0
5046,3668,35,0
5047,3498,34,0
5048,3625,34,0
5049,2766,25,0
5050,3922,38,0
5051,3114,29,0
5052,3659,35,0
5053,3144,29,0
5054,3412,31,0
5055,3233,30,0
5056,3851,38,0
5057,3461,33,0
5058,3502,34,0
5059,3144,29,0
5060,3418,32,0
5061,3564,34,0
5062,3128,29,0
5063,3501,33,0
5064,3492,32,0
5065,3055,28,0
5066,3634,35,0
5067,4016,40,0
5068,3090,29,0
5069,3483,33,0
5070,3409,32,0
5071,3182,30,0
5072,3234,30,0
5073,3827,37,0
5074,3349,31,0
5075,3272,31,0
5076,3559,34,0
5077,3225,30,0
5078,3942,39,0
5079,3056,28,0
5080,3373,32,0
5081,2909,25,0
5082,3827,37,0
5083,3170,30,0
5084,1094,9,0
5085,0,0,0
5086,3062,28,0
5087,1249,12,0
5088,0,0,0
5089,1238,12,0
5090,3476,33,0
5091,3346,31,0
5092,572,6,0
5093,3476,33,0
5094,3206,29,0
5095,2139,20,0
5096,2197,21,0
5097,3461,33,0
5098,0,0,0
5099,0,0,0
5100,0,0,0
5101,801,7,0
5102,3478,33,0
5103,0,0,0
5104,0,0,0
5105,2475,24,0
5106,3170,30,0
5107,3132,29,0
5108,3987,39,0
5109,3276,31,0
5110,3865,37,0
5111,3229,30,0
5112,3402,32,0
5113,3381,32,0
5114,3601,33,0
5115,3215,30,0
5116,3531,34,0
5117,3264,31,0
5118,4037,40,0
5119,3123,29,0
5120,3425,32,0
5121,3323,31,0
5122,3437,33,0
5123,3200,29,0
5124,3736,34,0
5125,3186,30,0
5126,3655,35,0
5127,3160,29,0
5128,3725,36,0
5129,3335,31,0
5130,3058,28,0
5131,3553,34,0
5132,3573,34,0
5133,2946,27,0
5134,3864,36,0
5135,3396,32,0
5136,3266,31,0
5137,3702,36,0
5138,3444,33,0
5139,3593,34,0
5140,3308,31,0
5141,3115,28,0
5142,3647,35,0
5143,3114,29,0
5144,3738,34,0
5145,3215,30,0
5146,3625,35,0
5147,3410,33,0
5148,3428,33,0
5149,3325,31,0
5150,3497,33,0
5151,3208,29,0
5152,3480,33,0
5153,3229,30,0
5154,3695,34,0
5155,3019,28,0
5156,3813,37,0
5157,3343,32,0
5158,3504,34,0
5159,3201,30,0
5160,3655,35,0
5161,3325,31,0
5162,3413,32,0
5163,3087,29,0
5164,3467,31,0
5165,3987,39,0
5166,3292,31,0
5167,3343,32,0
5168,3696,36,0
5169,3143,29,0
5170,3362,32,0
5171,3440,32,0
5172,3220,30,0
5173,3620,35,0
5174,3011,25,0
5175,3718,36,0
5176,3550,34,0
5177,3344,32,0
5178,3670,36,0
5179,3063,28,0
5180,3485,33,0
5181,3603,34,0
5182,3359,32,0
5183,3231,30,0
5184,3505,32,0
5185,3416,32,0
5186,3387,32,0
5187,3496,34,0
5188,3695,36,0
5189,2918,27,0
5190,3558,33,0
5191,3604,34,0
5192,3076,28,0
5193,3419,33,0
5194,3717,34,0
5195,3301,31,0
5196,3328,32,0
5197,3430,33,0
5198,3989,39,0
5199,3316,31,0
5200,3115,29,0
5201,3346,31,0
5202,3476,33,0
5203,3265,31,0
5204,3442,31,0
5205,3502,33,0
5206,3338,32,0
5207,3431,33,0
5208,3809,37,0
5209,2860,26,0
5210,3559,34,0
5211,3430,32,0
5212,3459,33,0
5213,3115,29,0
5214,3810,35,0
5215,3188,30,0
5216,3361,32,0
5217,4044,40,0
5218,3254,31,0
5219,3498,33,0
5220,3190,30,0
5221,3077,28,0
5222,3687,36,0
5223,3061,28,0
5224,3905,36,0
5225,3101,29,0
5226,3654,35,0
5227,3515,34,0
5228,3496,34,0
5229,3430,32,0
5230,3304,31,0
5231,3144,29,0
5232,3287,31,0
5233,3660,35,0
5234,3523,32,0
5235,3474,33,0
5236,3204,30,0
5237,3429,33,0
5238,3940,39,0
5239,3318,31,0
5240,3230,30,0
5241,3401,32,0
5242,3245,31,0
5243,3518,33,0
5244,3448,31,0
5245,3474,33,0
5246,3252,31,0
5247,3544,34,0
5248,3609,35,0
5249,3449,33,0
5250,3228,30,0
5251,3229,30,0
5252,3344,32,0
5253,3591,34,0
5254,3361,31,0
5255,3564,33,0
5256,3356,32,0
5257,3295,31,0
5258,3923,39,0
5259,3316,31,0
5260,3231,30,0
5261,3028,28,0
5262,3561,34,0
5263,3402,32,0
5264,3623,33,0
5265,3548,34,0
5266,3292,31,0
5267,2993,28,0
5268,3931,39,0
5269,3505,33,0
5270,3231,30,0
5271,3401,32,0
5272,3029,28,0
5273,3371,31,0
5274,3811,35,0
5275,3019,28,0
5276,3812,37,0
5277,3568,35,0
5278,3534,34,0
5279,3410,32,0
5280,3307,31,0
5281,3478,33,0
5282,3286,31,0
5283,3228,30,0
5284,3418,32,0
5285,3666,35,0
5286,3292,31,0
5287,3658,36,0
5288,2857,26,0
5289,3914,38,0
5290,3229,30,0
5291,3404,32,0
5292,3284,31,0
5293,3029,28,0
5294,3746,35,0
5295,3625,34,0
5296,3357,32,0
5297,3762,37,0
5298,3085,29,0
5299,3145,29,0
5300,3771,36,0
5301,3476,33,0
5302,3287,31,0
5303,3113,29,0
5304,3534,31,0
5305,3388,32,0
5306,3656,35,0
5307,3580,35,0
5308,3458,33,0
5309,2831,26,0
5310,3846,37,0
5311,3402,32,0
5312,3287,31,0
5313,2945,27,0
5314,3624,33,0
5315,3540,33,0
5316,3645,35,0
5317,3628,35,0
5318,3589,35,0
5319,3142,28,0
5320,3404,32,0
5321,3476,33,0
5322,3285,31,0
5323,3403,31,0
5324,2922,26,0
5325,3717,36,0
5326,3561,34,0
5327,3810,38,0
5328,3229,30,0
5329,2874,26,0
5330,3747,36,0
5331,3143,29,0
5332,3544,34,0
5333,3115,29,0
5334,3810,35,0
5335,3187,30,0
5336,3644,34,0
5337,3764,37,0
5338,3453,33,0
5339,3180,30,0
5340,3307,30,0
5341,3346,31,0
5342,3532,34,0
5343,3402,32,0
5344,3144,29,0
5345,3322,30,0
5346,3822,37,0
5347,3430,33,0
5348,3610,35,0
5349,3238,30,0
5350,3381,32,0
5351,3210,30,0
5352,3479,33,0
5353,3476,33,0
5354,3362,31,0
5355,2952,26,0
5356,3967,39,0
5357,3827,38,0
5358,3389,31,0
5359,3318,31,0
5360,3230,30,0
5361,2791,25,0
5362,3971,39,0
5363,3402,32,0
5364,3360,31,0
5365,3485,32,0
5366,3444,33,0
5367,3176,30,0
5368,3862,38,0
5369,3374,32,0
5370,3303,31,0
5371,2874,26,0
5372,3815,37,0
5373,3476,33,0
5374,3143,29,0
5375,3781,35,0
5376,3356,32,0
5377,3418,33,0
5378,3799,37,0
5379,3316,31,0
5380,3231,30,0
5381,3477,33,0
5382,3284,31,0
5383,3404,32,0
5384,3143,29,0
5385,3853,36,0
5386,3293,31,0
5387,3272,31,0
5388,3513,34,0
5389,3643,35,0
5390,3230,30,0
5391,3402,32,0
5392,3285,31,0
5393,3478,33,0
5394,3360,31,0
5395,3562,33,0
